"sourceKind","sourceId","sourceName","relation","targetKind","targetId","targetName"
"tag","247","GA4 Event - global feature - quickshop atc button click","references_elevar_entity","trigger","246","Click - GA4 Event - global feature - quickshop atc button click"
"tag","256","GA4 Event - home page - hero image button click","references_elevar_entity","trigger","249","Click - GA4 Event - home page - hero image button click"
"tag","253","GA4 Event - navigation - mobile main nav click","references_elevar_entity","trigger","252","Click - GA4 Event - navigation - mobile main nav click"
"tag","255","GA4 Event - collection page - colletion filter click","references_elevar_entity","trigger","254","Click - GA4 Event - collection page - colletion filter click"
"tag","262","GA4 Event - global feature - quickshop variant option click","references_elevar_entity","trigger","257","Click - GA4 Event - global feature - quickshop variant option click"
"tag","260","GA4 Event - product page - product variants click","references_elevar_entity","trigger","258","Click - GA4 Event - product page - product variants click"
"tag","278","GA4 - Click Item From Collection Page","references_elevar_entity","trigger","275","Event - select_item"
"tag","280","GA4 - Login","references_elevar_entity","trigger","279","Event - login"
"tag","295","GA4 - Remove From Cart","references_elevar_entity","trigger","294","Event - remove_from_cart"
"tag","297","GA4 - Add Shipping Info","references_elevar_entity","trigger","296","Event - add_shipping_info"
"trigger","310","All Events - Phone Defined","references_variable","variable","72","dlv - Thank You Page - Customer Phone Number"
"tag","312","Google Ads - Enhanced Conversions - Phone","references_elevar_entity","trigger","310","All Events - Phone Defined"
"trigger","311","All Events - Email Defined","references_variable","variable","84","dlv - Customer Email"
"tag","313","Google Ads - Enhanced Conversions - Email","references_elevar_entity","trigger","311","All Events - Email Defined"
